name,raw_R_entropy,raw_G_entropy,raw_B_entropy,raw_total_objects,raw_total_area,cloud_percentage
img_1081.tif,8.871251054964395,8.760268336845451,8.199242907681173,227,93553,38.27
img_1084.tif,9.34773171429673,8.896945049262289,8.600537649845046,155,68440,35.49
img_1088.tif,10.577188684362731,10.47849771194774,10.465063859463392,1,3,84.69
img_1089.tif,9.103299410398238,8.566022077412592,8.162486503576666,108,35934,29.55
img_109.tif,8.245332457854389,7.9395144655155026,7.671858672350947,37,70301,15.28
img_1092.tif,9.6039889759833,9.042424044029344,8.625818091794601,208,67951,24.64
img_1096.tif,8.085580290306048,7.764549387725699,7.596326076864867,117,70904,37.48
img_1097.tif,8.085483687125627,7.76473065210793,7.59602332922315,116,70203,36.57
img_11.tif,9.11400186595808,8.825891521692924,8.64619133629984,60,56961,20.16
img_1101.tif,10.074167317261026,9.722177905248127,9.489466883208578,82,91669,39.25
img_1102.tif,8.802557604698135,8.268106057233858,7.995195000214713,109,126708,15.19
img_1105.tif,8.578752733787155,8.221010736489097,8.011731376206509,35,16467,40.45
img_1106.tif,9.891339585202456,9.787454638372491,9.804725178589493,4,1449,86.52
img_1107.tif,7.729002764701472,7.35474146192921,6.8607391989826,7,148718,21.67
img_1109.tif,9.16121483940566,8.909631422274598,8.785026657533177,2,47594,68.61
img_1116.tif,10.206144672475215,9.93780534621077,9.75889612602187,38,22455,64.13
img_1118.tif,10.32735839193481,10.15145085585663,10.135860971947285,4,2976,78.9
img_1119.tif,9.0363603004483,8.45491593209508,8.00390879839154,50,122121,15.99
img_1122.tif,8.466313901497976,8.049326348377075,7.615042334796168,92,64917,24.47
img_1123.tif,10.121435788718046,9.979349156476486,9.964528600195884,5,3683,89.77
img_1127.tif,9.719683087321377,9.61266549314676,9.616377072118071,40,37562,71.59
img_1128.tif,10.377731839226438,10.208081982142486,10.080041302441716,11,6601,68.78
img_1129.tif,7.759075795924778,7.295166900579779,6.930759413103206,140,95946,16.31
img_113.tif,9.678238911435187,9.495738680436435,9.373122918846049,41,48623,46.63
img_1130.tif,10.638240216427524,10.421949387226158,10.327700924418233,18,35683,71.59
img_1131.tif,9.057277707665056,8.482410260422723,8.07611934064249,165,234088,10.82
img_1132.tif,9.795780541077528,9.608199381036735,9.447453813648108,24,23417,59.62
img_1134.tif,9.310234607909404,8.884758730339941,8.651950602168775,84,80255,44.48
img_1136.tif,8.884752789144883,8.523380821539243,8.211390994808854,63,23197,45.8
img_1137.tif,8.827427734508461,8.646766411236257,8.692121520716444,0,0,43.05
img_1138.tif,7.910632131544189,7.17895926911751,6.81165986164623,55,26223,11.64
img_114.tif,9.678039173861489,9.495508502980671,9.372974587154872,45,41405,46.13
img_1141.tif,8.368953363323378,7.436259041082859,6.931352376998102,84,54398,12.74
img_1142.tif,9.639110620543924,9.05402369093384,8.702955694714923,36,15004,35.04
img_1143.tif,8.008378317111461,7.498367613637797,7.248696365009313,50,26528,18.48
img_1146.tif,8.500763362227683,8.284019565424899,7.852489676613969,216,72187,28.39
img_1147.tif,10.027457413761404,9.889746350417248,9.850637112534187,15,11240,78.99
img_1151.tif,8.734920947763774,8.535044008456453,8.567569234596123,3,1259,42.81
img_1152.tif,9.377032586568903,9.187103956255836,9.227029866226568,12,6417,37.91
img_1153.tif,8.30782116443544,8.038827443613869,7.620250893724541,111,46664,26.19
img_1157.tif,8.781262135578922,8.60796916727066,8.616518234878843,95,26674,15.88
img_1158.tif,9.61987746861271,9.387618706670027,9.345449544000305,31,7571,69.59
img_1159.tif,9.132110135334065,9.057508231302332,8.737662442632738,148,51262,42.93
